SRX7805895	SMC1A	Epidermis	Dermal fibroblast	source_name=SMC1A_Patient	subject status=Cornelia de Lange syndrome (CdLS) patient	cell type=primary dermal fibroblasts											
SRX7805897	SMC1A	Epidermis	Dermal fibroblast	source_name=SMC1A_Patient	subject status=Cornelia de Lange syndrome (CdLS) patient	cell type=primary dermal fibroblasts											
SRX7805901	NIPBL	Epidermis	Dermal fibroblast	source_name=NIPBL_Patient	subject status=Cornelia de Lange syndrome (CdLS) patient	cell type=primary dermal fibroblasts											
SRX7807102	CEBPB	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 1											
SRX7807103	CEBPB	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 1											
SRX7807106	CTCF	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 1											
SRX7807107	CTCF	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 1											
SRX7807126	TEAD1	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 1											
SRX7807127	TEAD1	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 1											
SRX7807128	MED1	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 10											
SRX7807129	MED1	Adipocyte	Adipocytes	source_name=BM-hMSC-TERT4	cell type=Adipocyte	Stage=Day 10											
SRX7826475	YAP1	Cardiovascular	Coronary artery endothelial cells	source_name=Mg-ECs-IP	cell type=Human Coronary Artery Endothelial Cells (HCAEC)	passages=3-5	cell catalog=ScienCell #6020	treatment=Magnesium-based alloy discs 24h									
SRX7902978	EGR1	Blood	Macrophages	source_name=DIFFERENTIATING MACROPHAGES	cell type=DIFFERENTIATING MACROPHAGES												
SRX7902979	EGR1	Blood	Macrophages	source_name=DIFFERENTIATING MACROPHAGES	cell type=DIFFERENTIATING MACROPHAGES												
SRX7902980	EGR1	Blood	Macrophages	source_name=DIFFERENTIATING MACROPHAGES	cell type=DIFFERENTIATING MACROPHAGES												
SRX7902981	EGR1	Blood	Macrophages	source_name=DIFFERENTIATING MACROPHAGES	cell type=DIFFERENTIATING MACROPHAGES												
SRX7902982	EGR1	Blood	Macrophages	source_name=DIFFERENTIATING MACROPHAGES	cell type=DIFFERENTIATING MACROPHAGES												
SRX7950043	BRD4	Neural	Neuroblastoma	source_name=TERT-rearranged neuroblastoma PDX cells	cell type=Neuroblastoma PDX tumour cells	tumor stage=Replased tumor	"chip seq antibody=BRD4 antibody (Bethyl Laboratories, A301-985A100)"										
SRX8064814	E2F6	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064815	E2F6	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064816	E2F1	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064817	E2F1	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064818	RB1	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064820	RB1	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064821	HDAC1	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064822	HDAC1	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064823	HDAC2	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8064824	HDAC2	Blood	Lymphoblastoid cell line	source_name=lymphoblastoid cell line	cell type=EBV-transformed LCLs												
SRX8082232	BRD4	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes											
SRX8082233	BRD4	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes											
SRX8083043	DMC1	Gonad	Testis	source_name=DSB hotspot capture in PRDM9 A-A homozygous male using DMC1-SSDS in testis (Sample 1)	tissue=Testis	strain=n/a	experiment type=DSB hotspot mapping using Dmc1 ChIP followed by Single Stranded DNA Sequencing (Dmc1-SSDS)	dna content=n/a	s-phase sub-stage=n/a	cell-type=n/a	positive selection marker=n/a	negative selection marker=n/a					
SRX8083045	DMC1	Gonad	Testis	source_name=DSB hotspot capture in PRDM9 A-A homozygous male using DMC1-SSDS in testis (Sample 2)	tissue=Testis	strain=n/a	experiment type=DSB hotspot mapping using Dmc1 ChIP followed by Single Stranded DNA Sequencing (Dmc1-SSDS)	dna content=n/a	s-phase sub-stage=n/a	cell-type=n/a	positive selection marker=n/a	negative selection marker=n/a					
SRX8083047	DMC1	Gonad	Testis	source_name=DSB hotspot capture in PRDM9 C-L4 heterozygous male using DMC1-SSDS in testis	tissue=Testis	strain=n/a	experiment type=DSB hotspot mapping using Dmc1 ChIP followed by Single Stranded DNA Sequencing (Dmc1-SSDS)	dna content=n/a	s-phase sub-stage=n/a	cell-type=n/a	positive selection marker=n/a	negative selection marker=n/a					
SRX8090642	BRD2	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=JQ1	donor=ST1412									
SRX8090643	BRD4	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=JQ1	donor=ST1412									
SRX8090645	BRD2	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=DMSO	donor=ST1412									
SRX8090646	BRD4	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=DMSO	donor=ST1412									
SRX8090649	BRD2	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=JQ1	donor=ST1387									
SRX8090650	BRD4	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=JQ1	donor=ST1387									
SRX8090652	BRD2	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=DMSO	donor=ST1387									
SRX8090653	BRD4	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes	diagnosis=Rheumatoid arthritis	cell type=Fibroblast like Synoviocytes	treatment=DMSO	donor=ST1387									
SRX8151644	ARNTL	Adipocyte	Preadipocytes	source_name=preadipocytes from patient 1 (obese Class III)	"cell type=adipose precursor cells, omental preadipocytes (OPAs)"	passages=2	patient diagnosis=obese Class III										
SRX8151645	ARNTL	Adipocyte	Preadipocytes	source_name=preadipocytes from patient 2 (obese Class III)	"cell type=adipose precursor cells, omental preadipocytes (OPAs)"	passages=2	patient diagnosis=obese Class III										
SRX8151646	ARNTL	Adipocyte	Preadipocytes	source_name=preadipocytes from patient 3 (obese Class III)	"cell type=adipose precursor cells, omental preadipocytes (OPAs)"	passages=2	patient diagnosis=obese Class III										
SRX821819	PPARG	Adipocyte	Adipose Tissue	source_name=RS_053	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX831872	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831873	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831874	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831875	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831876	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831877	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831878	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831879	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831880	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX831881	STAT5B	Blood	CD8+ T cells	source_name=Pre-activated CD8+ T cells	tissue=Peripheral blood	cell type=Pre-activated CD8+ T cells											
SRX8359003	FLI1	Others	Mesenchymal stem cells	source_name=Mesenchymal stem cells derived from an EwS patient	tissue=Mesenchymal stem cells derived from an EwS patient	genotype=WT											
SRX8359006	FLI1	Others	Mesenchymal stem cells	source_name=Mesenchymal stem cells derived from an EwS patient	tissue=Mesenchymal stem cells derived from an EwS patient	genotype=SPC mutation + EF1											
SRX8406305	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406306	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406307	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406308	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406315	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406316	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406425	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406426	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406427	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406428	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406445	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406446	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406510	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406511	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406512	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406513	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406514	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8418557	KMT2A	Blood	Bone Marrow Cells	source_name=MLL-AF4 ALL patient blasts	cell type=Bone marrow aspirate from a 15-year old MLL-AF4 ALL patient												
SRX8418558	AFF1	Blood	Bone Marrow Cells	source_name=MLL-AF4 ALL patient blasts	cell type=Bone marrow aspirate from a 15-year old MLL-AF4 ALL patient												
SRX8453140	AR	Blood	Lymph Nodes	source_name=AR ChIP Sample 38 Perigastric lymph node	disease state=metastatic castration resistant prostate cancer	tissue=Perigastric lymph node											
SRX8453141	AR	Lung	Lung	source_name=AR ChIP Sample 40 lung	disease state=metastatic castration resistant prostate cancer	tissue=lung											
SRX8453142	AR	Blood	Lymph Nodes	source_name=AR ChIP Sample 45 Hilar lymph node	disease state=metastatic castration resistant prostate cancer	tissue=Hilar lymph node											
SRX8453143	AR	Liver	Liver	source_name=AR ChIP Sample 5 liver	disease state=metastatic castration resistant prostate cancer	tissue=liver											
SRX8453144	CTCF	Blood	Lymph Nodes	source_name=CTCF ChIP Sample 38 Perigastric lymph node	disease state=metastatic castration resistant prostate cancer	tissue=Perigastric lymph node											
SRX8453145	CTCF	Blood	Lymph Nodes	source_name=CTCF ChIP Sample 45 Hilar lymph node	disease state=metastatic castration resistant prostate cancer	tissue=Hilar lymph node											
SRX8453146	CTCF	Liver	Liver	source_name=CTCF ChIP Sample 5 liver	disease state=metastatic castration resistant prostate cancer	tissue=liver											
SRX8453147	FOXA1	Blood	Lymph Nodes	source_name=FOXA1 ChIP Sample 38 Perigastric lymph node	disease state=metastatic castration resistant prostate cancer	tissue=Perigastric lymph node											
SRX8453148	FOXA1	Lung	Lung	source_name=FOXA1 ChIP Sample 40 lung	disease state=metastatic castration resistant prostate cancer	tissue=lung											
SRX8453149	FOXA1	Blood	Lymph Nodes	source_name=FOXA1 ChIP Sample 45 Hilar lymph node	disease state=metastatic castration resistant prostate cancer	tissue=Hilar lymph node											
SRX8453150	FOXA1	Liver	Liver	source_name=FOXA1 ChIP Sample 5 liver	disease state=metastatic castration resistant prostate cancer	tissue=liver											
SRX8536088	RUNX1	Blood	CD34+	source_name=RUNX1_RE_N822K_ChIP	cell type=CD34+ human	genotype=N822K cKIT mutant											
SRX8536090	RUNX1T1	Blood	CD34+	source_name=ETO_RE_N822K_ChIP	cell type=CD34+ human	genotype=N822K cKIT mutant											
SRX8536092	JUND	Blood	CD34+	source_name=JUND_RE_N822K_ChIP	cell type=CD34+ human	genotype=N822K cKIT mutant											
SRX8536093	GATA2	Blood	CD34+	source_name=GATA2_RE_CB_ChIP	cell type=CD34+ human	genotype=control untreated											
SRX8536094	GATA2	Blood	CD34+	source_name=GATA2_RE_N822K_ChIP	cell type=CD34+ human	genotype=N822K cKIT mutant											
SRX8537730	ESR1	Breast	PE1B	source_name=Pleural-Effusion-ER	cell line=PE1B	agent=Estrogen											
SRX8537744	FOXA1	Breast	PE1B	source_name=Pleural-Effusion-FOXA1	cell line=PE1B	agent=Estrogen											
SRX8588623	SMARCA4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.caMEK5 transduced											
SRX8588624	SMARCA4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.caMEK5 transduced											
SRX8588625	SMARCA4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.GFP transduced											
SRX8588626	SMARCA4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.GFP transduced											
SRX8588639	KLF4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.caMEK5 transduced											
SRX8588640	KLF4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.caMEK5 transduced											
SRX8588641	KLF4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.GFP transduced											
SRX8588642	KLF4	Cardiovascular	Pulmonary artery endothelial cells	source_name=Pulmonary artery endothelial cells	cell type=Pulmonary artery endothelial cells	treatment=ad.GFP transduced											
SRX8607604	SUPT6H	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	cell type=keratinocyte	treatment=calcium induced differentiation	time point=3 days										
SRX8607605	SUPT6H	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	cell type=keratinocyte	treatment=calcium induced differentiation	time point=3 days										
SRX864094	MYC	Epidermis	Dermal fibroblast	source_name=Primary neonatal human foreskin fibroblasts (HFF)	cell type=neonatal human foreskin fibroblasts (primary culture cells)	"treatment=transduced with MycER and BPTF-targeting shRNA, treated with 4-hydroxytamoxifen (4-OHT)"											
SRX864095	MYC	Epidermis	Dermal fibroblast	source_name=Primary neonatal human foreskin fibroblasts (HFF)	cell type=neonatal human foreskin fibroblasts (primary culture cells)	"treatment=transduced with MycER and control shRNA, treated with 4-hydroxytamoxifen (4-OHT)"											
SRX8664961	ATF4	Blood	Erythroblasts	source_name=erythroid progenitor cells	cell type=HSPC derived erythroid progenitor cells	cell line=HSPC	Stage=Late erythroblasts										
