DRX044425	CTCF	Blood	T cells	sample_name=003_ED_ChIP_CTCF_1	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 1
DRX044426	CTCF	Blood	T cells	sample_name=004_ED_ChIP_CTCF_2	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 2										
SRX7894794	ETS1	Blood	CD4+ T cells	source_name=primary CD4+ T lymphocytes	subject status=healthy donor	tissue=peripheral blood	cell type=ex-vivo magnetic sorted CD4+ T cells	activation state=resting									
SRX7902977	EGR1	Blood	Monocytes	source_name=PERIPHERAL MONOCYTES	cell type=PERIPHERAL MONOCYTES												
SRX7902983	EGR1	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX7902984	EGR1	Blood	Monocytes	source_name=DIFFERENTIATING MONOCYTES	cell type=DIFFERENTIATING MONOCYTES												
SRX7902985	EGR1	Blood	Monocytes	source_name=DIFFERENTIATING MONOCYTES	cell type=DIFFERENTIATING MONOCYTES												
SRX7971771	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971772	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971773	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971775	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971776	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971779	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971780	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX7971781	STAT3	Blood	Th2 Cells	source_name=primary human TH1 cells	cell type=Human TH1 cells												
SRX8151647	ARNTL	Adipocyte	Preadipocytes	source_name=preadipocytes from non-obese patient 1	"cell type=adipose precursor cells, omental preadipocytes (OPAs)"	passages=2	patient diagnosis=non-obese										
SRX8151648	ARNTL	Adipocyte	Preadipocytes	source_name=preadipocytes from non-obese patient 2	"cell type=adipose precursor cells, omental preadipocytes (OPAs)"	passages=2	patient diagnosis=non-obese										
SRX8151649	ARNTL	Adipocyte	Preadipocytes	source_name=preadipocytes from non-obese patient 3	"cell type=adipose precursor cells, omental preadipocytes (OPAs)"	passages=2	patient diagnosis=non-obese										
SRX8180619	HIF1A	Blood	Peripheral blood mononuclear cells	source_name=PBMCs	cell type=Peripheral blood mononuclear cells	passage=Freshly isolated											
SRX8180621	HIF1A	Blood	Peripheral blood mononuclear cells	source_name=PBMCs	cell type=Peripheral blood mononuclear cells	passage=Freshly isolated											
SRX821806	PPARG	Adipocyte	Adipose Tissue	source_name=RS_022	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821807	PPARG	Adipocyte	White adipose tissue	source_name=RS_056	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821808	PPARG	Adipocyte	White adipose tissue	source_name=RS_056	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821809	PPARG	Adipocyte	White adipose tissue	source_name=RS_028	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821810	PPARG	Adipocyte	White adipose tissue	source_name=RS_070	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821811	PPARG	Adipocyte	White adipose tissue	source_name=RS_070	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821812	PPARG	Adipocyte	White adipose tissue	source_name=RS_006	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821813	PPARG	Adipocyte	White adipose tissue	source_name=RS_072	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821814	PPARG	Adipocyte	White adipose tissue	source_name=RS_072	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821815	PPARG	Adipocyte	White adipose tissue	source_name=RS_032	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821816	PPARG	Adipocyte	White adipose tissue	source_name=RS_055	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821817	PPARG	Adipocyte	White adipose tissue	source_name=RS_055	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821818	PPARG	Adipocyte	Adipose Tissue	source_name=RS_024	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821820	PPARG	Adipocyte	White adipose tissue	source_name=RS_051	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX821821	PPARG	Adipocyte	White adipose tissue	source_name=RS_052	experiment type=PPARG ChIP-seq	tissue=SQ White Adipose Tissue											
SRX8363960	NUP98	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=None	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX8406299	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406300	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406301	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406302	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406303	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406304	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406413	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406414	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406415	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406416	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406417	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406418	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406419	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406420	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406421	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406422	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406423	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406424	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406447	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406448	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406449	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406450	AR	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406482	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406483	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406484	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406485	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406486	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406487	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406488	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406489	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406490	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406491	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406492	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406500	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406501	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406502	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406503	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406504	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406505	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406506	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406507	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406508	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406509	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406515	FOXA1	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406531	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406532	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406533	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406534	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406535	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406536	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406537	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406538	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406539	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406540	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406541	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406542	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406543	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406544	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=Patient localized prostate tissue												
SRX8406545	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406546	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8406547	HOXB13	Prostate	Prostate	source_name=Patient localized prostate tissue	tissue=localized prostate tissue												
SRX8418755	ESR1	Uterus	Endometrial stromal cells	source_name=Isolated stromal cells post-hysterectomy	cell type=Primary endometrial stromal cells	individual=Patient 1	antibody target=ESR1										
SRX8419454	GLIS3	Pancreas	Pancreatic islets	source_name=pancreatic islet	cell type=Donor derived human islets												
SRX8468846	IRF4	Blood	B cells	source_name=Peripheral blood	cell type=Day3 B-cell												
SRX8468848	IRF4	Blood	B cells	source_name=Peripheral blood	cell type=Day3 B-cell												
SRX850667	BCL6	Blood	CD4+ T cells	source_name=Primary CXCR5hi CD4 T cells isolated from human tonsils	tissue=tonsil	"cell type=CXCR5hi PD1hi CD45RO+ CD4+ T cells, CD19-"											
SRX8536089	RUNX1T1	Blood	CD34+	source_name=ETO_RE_CB_ChIP	cell type=CD34+ human	genotype=control untreated											
SRX8536091	JUND	Blood	CD34+	source_name=JUND_RE_CB_ChIP	cell type=CD34+ human	genotype=control untreated											
SRX8536095	RUNX1	Blood	CD34+	source_name=RUNX1_RE_CB_ChIP	cell type=CD34+ human	genotype=control untreated											
SRX8631024	SMARCA4	Cardiovascular	Aortic smooth muscle cells	source_name=Human aortic smooth muscle cells	cell type=Primary vascular smooth muscle cells	passages=5	race=Caucasion	age=22 years old									
SRX8631029	SMARCA4	Cardiovascular	Aortic smooth muscle cells	source_name=Human aortic smooth muscle cells	cell type=Primary vascular smooth muscle cells	passages=5	race=Caucasion	age=22 years old									
SRX8707935	CTCF	Epidermis	Keratinocytes	source_name=epidermal keratinocytes from foreskin	cell type=epidermal keratinocytes												
SRX8707936	CTCF	Epidermis	Keratinocytes	source_name=epidermal keratinocytes from foreskin	cell type=epidermal keratinocytes												
SRX8707937	CTCF	Epidermis	Keratinocytes	source_name=epidermal keratinocytes from foreskin	cell type=epidermal keratinocytes												
SRX8707938	MED1	Epidermis	Keratinocytes	source_name=epidermal keratinocytes from foreskin	cell type=epidermal keratinocytes												
SRX8707939	MED1	Epidermis	Keratinocytes	source_name=epidermal keratinocytes from foreskin	cell type=epidermal keratinocytes												
SRX8806010	ZNF410	Blood	CD34+	source_name=Primary CD34+ cell culture	cell type=Three-phase in vitro culture of CD34+ primay human cells	treatment=primary human CD34+ cell at day 9 of differentiation											
SRX8806011	ZNF410	Blood	CD34+	source_name=Primary CD34+ cell culture	cell type=Three-phase in vitro culture of CD34+ primay human cells	treatment=primary human CD34+ cell at day 9 of differentiation											
SRX8841629	RAD21	Blood	Lymphoblasts	source_name=RAD21-ChIP-seq-WT	condition=Normal	cell type=Lymphoblast cells											
SRX8841631	RAD21	Blood	Lymphoblasts	source_name=RAD21-ChIP-seq-WT	condition=Normal	cell type=Lymphoblast cells											
SRX885891	CEBPB	Blood	Macrophages	source_name=Macrophage-control	treatment=Control	cell type=Macrophage											
SRX885892	CEBPB	Blood	Macrophages	source_name=Macrophage-control	treatment=Control	cell type=Macrophage											
SRX885893	CEBPB	Blood	Macrophages	source_name=Macrophage-control	treatment=Control	cell type=Macrophage											
SRX885894	CEBPB	Blood	Macrophages	source_name=Macrophage-control	treatment=Control	cell type=Macrophage											
SRX8894991	FOXC1	Others	Limbal stem cells	source_name=limbal stem cells	cell type=primary limbal stem cells	genotype=WT	shRNA=none										
SRX8894992	FOXC1	Others	Limbal stem cells	source_name=limbal stem cells	cell type=primary limbal stem cells	genotype=WT	shRNA=none										
SRX8961847	TBP	Others	Mesenchymal stem cells	source_name=mesenchymal stem cells	"cell type=umbilical cord-derived mesenchymal stem cells (PCS-500-010, lot #63216949)"	cell passage=PD32											
SRX8961858	TBP	Others	Mesenchymal stem cells	source_name=mesenchymal stem cells	"cell type=umbilical cord-derived mesenchymal stem cells (PCS-500-010, lot #63216949)"	cell passage=PD12											
SRX9012289	GPS2	Adipocyte	Adipose-Derived Mesenchymal Stem Cells	source_name=human adipose-derived stem cells	cell line=hMADS-3	genotype=WT	timepoint=Day 0										
SRX9012290	GPS2	Adipocyte	Adipose-Derived Mesenchymal Stem Cells	source_name=human adipose-derived stem cells	cell line=hMADS-3	genotype=WT	timepoint=Day 0										
SRX9029194	CEBPB	Blood	Neutrophils	source_name=human neutrophil	treatment=no treatment	time=20 h	cell type=neutrophil										
SRX9029196	SPI1	Blood	Neutrophils	source_name=human neutrophil	treatment=no treatment	time=20 h	cell type=neutrophil										
SRX9029198	POU2F2	Blood	Neutrophils	source_name=human neutrophil	treatment=no treatment	time=20 h	cell type=neutrophil										
SRX9029200	POU2F2	Blood	Monocytes-CD14+	source_name=human CD14+ monocytes	treatment=no treatment	time=20 h	cell type=monocyte										
SRX9029206	CEBPB	Blood	Neutrophils	source_name=human neutrophil	treatment=no treatment	time=20 h	cell type=neutrophil										
SRX9029208	SPI1	Blood	Neutrophils	source_name=human neutrophil	treatment=no treatment	time=20 h	cell type=neutrophil										
SRX9029210	POU2F2	Blood	Neutrophils	source_name=human neutrophil	treatment=no treatment	time=20 h	cell type=neutrophil										
SRX9029212	POU2F2	Blood	Monocytes-CD14+	source_name=human CD14+ monocytes	treatment=no treatment	time=20 h	cell type=monocyte										
