Experiment,source_name,tissue,chip_antibody,Library Name,cell_type,cell_line,Individual,isolate,AGE,genotype,Experimental_Factor:_immunoprecipitate (exp),Developmental_stage,Organism_part,disease,sample_type,Experimental_Factor:_compound (exp),donor_id,metastatic_site,dev_stage,health_state,treatment,disease_stage,Source,Experimental_Factor:_dose (exp),disease_state,hbv_genotype,antibody,ChIP,chip_antibody_vendor,replicate,genotype/variation,agent,genotype/antibody,Sample_id,strain,cell_description,infection,controlid,datatype_description,datatype,treatment_description,vendor,tissue_type,read_name_barcode_proc_directive (run),antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,labexpid,Protocol_description,protocol,cell_lineage,cell_sex,replicate_description,bio_material,Development_stage,cell_karyotype,developmental_stage/tissue,tranduced_with,treated_with,Experimental_Factor:_genotype (exp),cell_organism,cell,chip_target,Experimental_Factor:_sex (exp),replication,target,Experimental_Factor:_cell_line (exp),chip-antibody,clinical_history,Experimental_Factor:_cell_type (exp),geographic_location_(country_and/or_sea),softwareversion,specimen_with_known_storage_state,treatment/condition,tumor_stage,tumour_stage,type,Experimental_Factor:_OrganismPart (exp),lab_description,actual_read_length (run),affectedstatus,Experimental_Factor:_KNOCK_DOWN (exp),tag,antibodies,catalog_number,chip_antibody_catalog,chip_antibody_provider,Experimental_Factor:_developmental_stage (exp)
SRX5497056,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497057,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497058,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497059,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497060,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497061,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497062,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497063,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497064,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497065,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497066,Liver,liver,none (input),,,,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497067,Liver,liver,none (input),,,,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497068,Liver,liver,none (input),,,,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497069,Liver,liver,none (input),,,,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497070,Liver,liver,none (input),,,,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5497071,Liver,liver,none (input),,,,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5635341,,liver,,ChIP-K4me3-liver-rep1,,,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5635340,,liver,,ChIP-K4me3-liver-rep2,,,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5635339,,liver,,ChIP-K27ac-liver-rep1,,,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5635338,,liver,,ChIP-K27ac-liver-rep2,,,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5651539,WT human organoids,liver ductal organoids,,,,,,,,WT,,,,,,,human donor Donor1-D19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5654425,Isogenic Hep3B cells,"liver\\, hepatoma",,,,Hep3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"V5 (R960-25\\, Invitrogen)",,,,,,,,,,,,,,,,,,,,
SRX5654426,Isogenic Hep3B cells,"liver\\, hepatoma",,,,Hep3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,
SRX8912661,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912662,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912673,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912674,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912675,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912676,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912677,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912678,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912679,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912680,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912681,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912682,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912683,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912684,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912685,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912686,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912687,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912688,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912645,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Normal human,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912646,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912647,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912648,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912649,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912650,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912651,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912652,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912653,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912654,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912655,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912656,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912657,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912658,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912659,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912660,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912663,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912664,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912665,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912666,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912667,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912668,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912669,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K27me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912670,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912671,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,K4me3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8912672,liver,liver,,,,,,,,,,,,,,,,,,,,,,,Alcoholic Hepatitis patient,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013880,liver,,H3K4me3 (Abcam ab8580),,hepatoblastoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013881,liver,,H3K27ac (Abcam ab4729),,hepatoblastoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013882,liver,,H3K36me3 (Millipore ABE435),,hepatoblastoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013883,liver,,H3K122ac (Abcam ab33309),,hepatoblastoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013884,liver,,H3K9me3 (Abcam ab8898),,hepatoblastoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013888,liver,,H3K4me3 (Abcam ab8580),,primary hepatocytes,primary hepatocytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013889,liver,,H3K27ac (Abcam ab4729),,primary hepatocytes,primary hepatocytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (ayw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013897,liver,,H3K36me3 (Millipore ABE435),,liver tissue,liver tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (endogenous),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1013899,liver,,H3K27me3 (Millipore 07-449),,liver tissue,liver tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBV (endogenous),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5765528,ATCC,,none (input),,K562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5826162,HepG2 cells,,HAT1 (Abcam ab194296),,hepatocellular carcinoma,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5826163,HepG2 cells,,Histone H3K122 succinylation (PTMBIO PTM-413),,hepatocellular carcinoma,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX5826164,HepG2 cells,,none,,hepatocellular carcinoma,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX210269,,,,do137,,,hsa1308,,,,input DNA,adult,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX210282,,,,do205,,,hsa1294,,,,input DNA,adult,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX210237,,,,do203,,,hsa1323,,,,input DNA,adult,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX210239,,,,do650,,,hsaHH1328,,,,input_DNA,adult,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX210265,,,,do205,,,hsa1294,,,,input DNA,adult,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX210285,,,,do401,,,hsaCRI3,,,,input DNA,adult,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612500,human LX2 cells,,BRD2,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,DMSO (0.1%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612501,human LX2 cells,,BRD2,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,JQ1 (500nM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612502,human LX2 cells,,BRD3,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,DMSO (0.1%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612503,human LX2 cells,,BRD3,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,JQ1 (500nM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612504,human LX2 cells,,BRD4,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,DMSO (0.1%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612505,human LX2 cells,,BRD4,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,JQ1 (500nM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612506,human LX2 cells,,PolII,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,DMSO (0.1%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612507,human LX2 cells,,PolII,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,JQ1 (500nM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612508,human LX2 cells,,PolII-s2p,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,DMSO (0.1%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612509,human LX2 cells,,PolII-s2p,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,JQ1 (500nM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612510,human LX2 cells,,PolII-s5p,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,DMSO (0.1%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX612511,human LX2 cells,,PolII-s5p,,human hepatic stellate cells,LX-2,,,,,,,,,,,,,,,JQ1 (500nM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX7182562,primary human HSCs,,H3K27ac (Active Motif 39133),,Hepatic stellate cells isolated from human liver,,,,,,,,,,,,,,,,,non-fibrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646122,"Human primary fetal liver proerythroblasts (ProEs)\\, H3K27me1 ChIP",fetal liver,"H3K27me1 (Millipore 07-448\\, lot 2224651)",,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646123,"Human primary fetal liver proerythroblasts (ProEs)\\, H3K27me3 ChIP",fetal liver,"H3K27me3 (Millipore 07-449\\, lot JBC1852356)",,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646124,"Human primary fetal liver proerythroblasts (ProEs)\\, H3K4me3 ChIP",fetal liver,"H3K4me3 (Millipore 04-745\\, lot JBC1513701)",,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646125,"Human primary fetal liver proerythroblasts (ProEs)\\, EED ChIP",fetal liver,EED (Millipore 17-10034),,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646126,"Human primary fetal liver proerythroblasts (ProEs)\\, SUZ12 ChIP",fetal liver,"SUZ12 (Abcam ab12073; Active Motif 39357\\, lot 29111002)",,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646127,"Human primary fetal liver proerythroblasts (ProEs)\\, EZH1 ChIP",fetal liver,EZH1 (Homemade #738 by Dr. Vittorio Sartorelli),,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646128,"Human primary fetal liver proerythroblasts (ProEs)\\, EZH1 ChIP",fetal liver,EZH1 (Abcam ab13665),,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646129,"Human primary fetal liver proerythroblasts (ProEs)\\, EZH2 ChIP",fetal liver,"EZH2 (BD Biosciences 612666\\, lot 77337)",,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX646130,"Human primary fetal liver proerythroblasts (ProEs)\\, EZH2 ChIP",fetal liver,EZH2 (Millipore 07-689),,CD34+ HSPC-derived proerythroblasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
